Model	Treatment	Treatment target	Treatment type	BestResponse	Day_BestResponse	BestAvgResponse	Day_BestAvgResponse	TimeToDouble	Day_Last	ResponseCategory
X-1586	LCL161 + paclitaxel	"BIRC2,TUBB,Tubulin"	combo	-54.9	55	-16.2	18	55	55	SD-->PD
X-1586	LEE011	"CDK4,CDK6,CDK4/6"	single	-26.4	28	-24	21	57	60	SD-->PD
X-1586	LGH447	PIM	single	193.3	23	-6	12	17	26	PD
X-1586	LLM871	FGFR2/4	single	27	18	-6.5	11	33.7	48	SD-->PD
X-1586	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	-33.9	10	-28.9	14	68	100	SD-->PD
X-1586	paclitaxel	Tubulin	single	99.1	21	22.2	11	18	34	PD
X-1586	untreated	"UNKNOWN,Untreated"	single	3.4	36	-0.7	15	58.3	70	SD-->PD
X-1586	LFW527 + binimetinib	"IGF1R,MAP2K1,MAP2K2"	combo	-13.7	10	-10.34	14	87	87	SD-->PD
X-160	BGJ398	FGFR	single	-20.4	11	-6.4	14	117	138	SD-->PD
X-160	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-45.2	103	-17	152	221	221	SD-->-->PD
X-160	BYL719	PIK3CA	single	-3.3	10	-0.2	15	84.8	98	SD-->PD
X-160	BYL719 + HSP990	"PIK3CA,HSP90"	combo	-10.5	21	14.5	28	63.7	69	SD-->PD
X-160	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	17.7	21	21.6	14	34.1	69	SD
X-160	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-10.5	28	-2.8	28	68.2	86	SD-->PD
X-160	HDM201	MDM2	single	-12.4	11	-6.7	11	64.3	109	SD-->PD
X-160	figitumumab	IGF1R	single	225.3	23	28	12	13.9	49	PD
X-160	HSP990	HSP90	single	2.9	11	4.1	11	29	95	SD-->PD
X-160	INC280	MET	single	95.1	24	5.6	14	24.4	49	PD
X-160	INC280 + trastuzumab	"ERBB2,MET"	combo	-23.5	11	-10.4	18	77	80	SD-->PD
X-160	LEE011	"CDK4,CDK6,CDK4/6"	single	-15.4	11	-6.7	11	63.4	96	SD-->PD
X-160	LEE011 + everolimus	"CDK4,CDK6,MTOR,CDK4/6"	combo	33.9	57	19.2	15	64.5	80	SD
X-160	LJM716	ERBB3	single	-17.2	38	-1.2	38	86	86	SD-->PD
X-160	LJM716 + trastuzumab	"ERBB3,ERBB2"	combo	-2.3	14	1.9	14	29.8	55	SD-->PD
X-160	LLM871	FGFR2/4	single	59.9	23	5.8	12	28.5	73	PD
X-160	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	19.7	24	8	14	28	28	SD-->PD
X-160	everolimus	MTOR	single	-38.1	70	-23.1	35	130.8	152	SD-->PD
X-1600	BGJ398	FGFR	single	659.8	14	135.5	11	5	14	PD
X-1600	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-32.2	11	-19.9	14	42.2	51	SD-->PD
X-1600	BYL719	PIK3CA	single	275.8	24	49.4	14	11.9	26	PD
X-1600	BYL719 + LEE011	"PIK3CA,CDK4/6"	combo	-15.4	9	-8.6	13	43.2	49	SD-->PD
X-1600	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	520.9	20	86.2	11	7	20	PD
X-1600	CGM097	MDM2	single	279.8	14	76.9	11	8.4	14	PD
X-1600	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-15.7	11	-10.3	11	39.7	48	SD-->PD
X-1600	HDM201	MDM2	single	463	24	117.7	14	6.3	26	PD
X-1600	INC424	JAK	single	1022.3	18	86.2	11	7.5	18	PD
X-1600	LEE011	"CDK4,CDK6,CDK4/6"	single	78.3	20	16.2	13	21.5	34	PD
X-1600	LEE011 + everolimus	"CDK4,CDK6,MTOR,CDK4/6"	combo	-36.3	9	-26.4	13	128.9	148	SD-->PD
X-1600	LFA102	PRLR 	single	746.6	14	157.6	13	5.8	14	PD
X-1600	LJM716	ERBB3	single	794.9	14	156.3	11	5.3	14	PD
X-1600	LJM716 + trastuzumab	"ERBB3,ERBB2"	combo	318.2	20	53.4	13	11.2	21	PD
X-1600	LKA136	"NTRK1,NTRK2,NTRK3"	single	782.4	13	173.5	11	5.2	13	PD
X-1600	LLM871	FGFR2/4	single	502.5	20	43.8	13	11.7	20	PD
X-1600	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	948.6	18	116.8	11	6.5	18	PD
X-1600	paclitaxel	Tubulin	single	269.4	20	53.2	13	10.9	21	PD
X-1600	tamoxifen	ESR1	single	231.1	22	21.9	11	12.9	26	PD
X-1600	trastuzumab	ERBB2	single	1333.7	13	425.7	13	4.2	13	PD
X-1600	untreated	"UNKNOWN,Untreated"	single	637.9	10	270.2	10	3	10	PD
X-1600	LFW527 + everolimus	"IGF1R,MTOR"	combo	33.6	27	-5.15	13	37.09893455	63	SD-->PD
X-161	BGJ398	FGFR	single	-62.7	29	-42.6	40	116	116	PR-->PD
X-161	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	79.2	22	31.7	12	28.3	88	PD
X-161	BYL719	PIK3CA	single	69.5	22	15.7	12	24.7	67	PD
X-161	BYL719 + HSP990	"PIK3CA,HSP90"	combo	-25.2	17	-14.7	24	53	97	SD-->PD
X-161	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	191.4	20	56.1	13	10.9	34	PD
X-161	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	163	30	62.9	12	9.5	54	PD
X-161	HDM201	MDM2	single	369.3	22	60.6	12	7.5	33	PD
X-161	figitumumab	IGF1R	single	137.1	22	1.7	12	17	50	PD
X-161	HSP990	HSP90	single	154.2	22	25.9	12	14.1	43	PD
X-161	INC280	MET	single	8.7	27	-13.8	12	38.2	54	SD-->PD
X-161	INC280 + trastuzumab	"ERBB2,MET"	combo	246.6	21	59.9	14	11.2	28	PD
X-161	LEE011	"CDK4,CDK6,CDK4/6"	single	27.9	22	36.8	12	37	88	PD
X-161	LEE011 + everolimus	"CDK4,CDK6,MTOR,CDK4/6"	combo	-44.4	21	-23.5	63	63	63	SD
X-161	LJM716	ERBB3	single	213.6	24	29.8	14	17	36	PD
X-161	LJM716 + trastuzumab	"ERBB3,ERBB2"	combo	116.9	24	18.3	14	19.1	52	PD
X-161	LLM871	FGFR2/4	single	-100	19	-89.8	134	158	158	CR-->-->PD
X-161	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	29.4	30	23.8	12	39.4	131	SD
X-161	everolimus	MTOR	single	65.6	21	14.7	14	37.1	104	PD
X-161	trastuzumab	ERBB2	single	277.6	22	42.3	12	12.2	33	PD
X-161	untreated	"UNKNOWN,Untreated"	single	435.3	21	96.5	14	7.4	31	PD
X-162	BYL719	PIK3CA	single	-28.5	108	-4.2	13	108	108	SD-->PD
X-162	BYL719 + HSP990	"PIK3CA,HSP90"	combo	139.9	20	-2.6	13	18.8	59	PD
X-162	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	39.8	21	25.5	14	25.3	71	PD
X-162	HSP990	HSP90	single	-17.8	17	46	17	17	17	PD
X-162	LEE011	"CDK4,CDK6,CDK4/6"	single	28	20	5.8	13	61.8	108	SD-->PD
X-162	LEE011 + everolimus	"CDK4,CDK6,MTOR,CDK4/6"	combo	50.6	57	50.4	11	12.7	63	PD
X-162	everolimus	MTOR	single	1.7	13	5.3	13	38.6	81	SD-->PD
X-162	untreated	"UNKNOWN,Untreated"	single	320.5	21	65.2	14	9.3	31	PD
X-1631	BGJ398	FGFR	single	363	11	172.6	11	4	11	PD
X-1631	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	19.2	18	11	12	44.2	67	SD-->PD
X-1631	BYL719	PIK3CA	single	47.4	20	22.8	13	29.3	34	PD
X-1631	BYL719 + LEE011	"PIK3CA,CDK4/6"	combo	-22.6	38	-11	38	63.9	94	SD-->PD
X-1631	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	119	22	16.4	12	18.9	25	PD
X-1631	CGM097	MDM2	single	265	20	53.3	13	11.5	27	PD
X-1631	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-15.7	63	-7	11	98	98	SD-->-->PD
X-1631	HDM201	MDM2	single	113.3	25	24.2	11	23.5	33	PD
X-1631	LEE011	"CDK4,CDK6,CDK4/6"	single	218.8	21	99	13	5.6	24	PD
X-1631	LEE011 + everolimus	"CDK4,CDK6,MTOR,CDK4/6"	combo	14.5	17	16.8	17	17	17	SD
X-1631	LFA102	PRLR 	single	312.1	20	67.9	14	8.9	20	PD
X-1631	LJM716	ERBB3	single	354.2	18	76.6	12	7.1	18	PD
X-1631	LJM716 + trastuzumab	"ERBB3,ERBB2"	combo	397.2	20	77.6	14	7.6	20	PD
X-1631	LKA136	"NTRK1,NTRK2,NTRK3"	single	325	21	60.2	13	8.7	21	PD
X-1631	LLM871	FGFR2/4	single	-98.7	41	-80	87	137.6	181	CR-->-->PD
X-1631	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	99.5	20	37.3	17	20.1	45	PD
X-1631	paclitaxel	Tubulin	single	-62.3	31	-32.2	38	50.9	55	PR-->PD
X-1631	tamoxifen	ESR1	single	152.7	13	71.3	13	8.9	13	PD
X-1631	trastuzumab	ERBB2	single	365.7	20	88.1	14	6.1	20	PD
X-1631	untreated	"UNKNOWN,Untreated"	single	402.6	21	59.8	11	10.7	21	PD
X-165	BGJ398	FGFR	single	136.5	23	43	11	13	49	PD
X-165	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-61.8	84	-37.1	147	147	147	PR
X-165	BYL719	PIK3CA	single	-21.1	113	14.5	135	178.6	225	SD-->-->PD
X-165	BYL719 + HSP990	"PIK3CA,HSP90"	combo	-66.5	89	-36	89	89	89	PR
X-165	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	26.6	20	11.2	15	34	34	SD-->PD
X-165	HDM201	MDM2	single	-22.5	11	-10.9	18	156	156	SD-->PD
X-165	HSP990	HSP90	single	115.9	21	34.2	11	19	66	PD
X-165	INC280	MET	single	-15.9	9	-11.4	15	58.2	69	SD-->PD
X-165	INC280 + trastuzumab	"ERBB2,MET"	combo	-18	5	-6.1	5	5	5	SD
X-165	LEE011 + everolimus	"CDK4,CDK6,MTOR,CDK4/6"	combo	-37.5	52	-8.9	65	65	65	SD
X-165	LJM716	ERBB3	single	19.5	18	19.9	11	28.7	43	SD-->PD
X-165	LJM716 + trastuzumab	"ERBB3,ERBB2"	combo	-6.3	57	11.3	15	25.9	80	SD-->PD
X-165	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	1.7	9	3.5	15	35.5	48	SD-->PD
X-165	everolimus	MTOR	single	-58.9	82	-29.5	95	133	138	PR-->-->PD
X-1655	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	92	23	46.9	11	7.6	32	PD
X-1655	BKM120 + encorafenib	"panPI3K,BRAF,BRAF,PIK3CA,PIK3CB,PIK3CG,PIK3CD"	combo	384.4	28	46.7	11	11.2	30	PD
X-1655	CGM097	MDM2	single	357.6	22	164.6	14	2.8	30	PD
X-1655	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	2	10	-1	14	29.9	34	SD-->PD
X-1655	dacarbazine	chemotherapy	single	214.6	23	37.3	14	15.4	27	PD
X-1655	LDE225	SMO	single	279.7	20	72.7	13	9.6	29	PD
X-1655	LDK378	ALK	single	260.4	22	68.2	11	8.8	30	PD
X-1655	LEE011	"CDK4,CDK6,CDK4/6"	single	38.1	23	8.1	11	32	32	PD
X-1655	LEE011 + encorafenib	"CDK4/6,BRAF,BRAF,CDK4,CDK6"	combo	209.9	30	79.2	11	6.5	30	PD
X-1655	LEE011 + binimetinib	"CDK4,CDK6,MAP2K1,MAP2K2,CDK4/6,MAPK"	combo	-47.5	65	-18.9	84	115	115	SD-->-->PD
X-1655	WNT974	PORCN	single	674.5	18	128.7	11	4.2	18	PD
X-1655	LGW813	IAP	single	291.7	20	32.5	13	14.3	29	PD
X-1655	encorafenib	BRAF	single	362.8	22	69.8	14	9.4	32	PD
X-1655	encorafenib + binimetinib	"BRAF,MAP2K1,MAP2K2,MAPK"	combo	275.6	25	75.6	12	9.2	32	PD
X-1655	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	270.2	23	-5.5	11	17.7	32	PD
X-1655	TAS266	DR5	single	465.7	22	70.8	14	9.5	30	PD
X-1655	untreated	"UNKNOWN,Untreated"	single	144	20	56.1	12	11.2	33	PD
X-1658	BGJ398	FGFR	single	244.4	13	109.4	13	7.1	13	PD
X-1658	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-34.6	13	-12.7	13	21.5	42	SD-->PD
X-1658	BKM120 + binimetinib	"panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD"	combo	-22.3	10	-16.1	13	48.3	55	SD-->PD
X-1658	BYL719	PIK3CA	single	18.7	31	22.5	13	48.2	50	SD
X-1658	BYL719 + LGH447	"PIK3CA,PIM"	combo	-7.4	11	-12.5	11	67.3	102	SD-->PD
X-1658	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	-94.3	42	-41.2	42	42	42	PR
X-1658	cetuximab	EGFR	single	328.6	21	47.5	13	11.2	21	PD
X-1658	CGM097	MDM2	single	351.9	20	45.4	13	9.4	20	PD
X-1658	CKX620	MAPK	single	425	13	251.7	13	3	13	PD
X-1658	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-21.8	10	-10	14	56.2	60	SD-->PD
X-1658	HDM201	MDM2	single	-23.9	39	0.1	42	75.6	82	SD-->PD
X-1658	erlotinib	EGFR	single	-80.3	14	-65.1	42	88	88	PR
X-1658	HSP990	HSP90	single	-33.7	10	-1.7	14	20.5	47	SD-->PD
X-1658	INC280	MET	single	216.8	21	38.2	13	13.7	28	PD
X-1658	LCL161 + paclitaxel	"BIRC2,TUBB,Tubulin"	combo	-100	39	-86	98	98	98	CR
X-1658	LEE011	"CDK4,CDK6,CDK4/6"	single	488.7	17	142.6	11	5.3	17	PD
X-1658	LGH447	PIM	single	600.4	20	87.9	13	6.4	20	PD
X-1658	LLM871	FGFR2/4	single	442.3	18	70.7	14	11.3	18	PD
X-1658	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	92.9	24	59.2	13	6.3	42	PD
X-1658	paclitaxel	Tubulin	single	-38.6	31	0.1	73	92.1	105	SD-->-->PD
X-1658	untreated	"UNKNOWN,Untreated"	single	156.6	21	12.3	11	14.4	25	PD
X-1658	LFW527 + binimetinib	"IGF1R,MAP2K1,MAP2K2"	combo	449.2	14	123	11	4	14	PD
X-166	BGJ398	FGFR	single	188.1	20	55.5	14	12.6	34	PD
X-166	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-20.3	46	-3.2	51	103.4	107	SD-->-->PD
X-166	BYL719	PIK3CA	single	-100	89	-34.9	175	175	175	PR-->PD
X-166	BYL719 + HSP990	"PIK3CA,HSP90"	combo	11.5	19	29.9	19	19	19	SD
X-166	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	-90.8	111	-65.9	111	111	111	PR
X-166	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-18.3	11	-2.4	11	23	23	SD
X-166	HDM201	MDM2	single	160.1	20	49.3	14	16.4	34	PD
X-166	figitumumab	IGF1R	single	145.1	20	34.7	14	18	34	PD
X-166	HSP990	HSP90	single	143.6	20	59.8	14	12.1	42	PD
X-166	INC280	MET	single	166.6	23	71.4	11	6.7	31	PD
X-166	INC280 + trastuzumab	"ERBB2,MET"	combo	93	27	8.9	11	19.9	31	PD
X-166	LEE011	"CDK4,CDK6,CDK4/6"	single	31.8	20	11.9	14	46.5	78	SD-->PD
X-166	LEE011 + everolimus	"CDK4,CDK6,MTOR,CDK4/6"	combo	17.6	19	26.6	23	38.2	51	SD
X-166	LJM716	ERBB3	single	114.8	23	6.1	11	20.7	45	PD
X-166	LJM716 + trastuzumab	"ERBB3,ERBB2"	combo	116.8	34	17.1	11	20.4	38	PD
X-166	LLM871	FGFR2/4	single	161.2	20	36.8	14	15.3	34	PD
X-166	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	-32.1	27	10.1	92	16	105	SD-->PD
X-166	everolimus	MTOR	single	19.7	17	21.3	17	46	46	SD
X-166	trastuzumab	ERBB2	single	128	20	33.7	14	16.7	42	PD
X-166	untreated	"UNKNOWN,Untreated"	single	157.1	21	87.5	12	4.5	47	PD
X-1683	BGJ398	FGFR	single	-100	10	-92	55	55	55	CR
X-1683	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-68.4	10	-48.2	14	93.1	110	PR-->PD
X-1683	BKM120 + binimetinib	"panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD"	combo	-84.8	66	-69.3	131	131	131	PR
X-1683	BYL719	PIK3CA	single	-90.1	83	-74.8	134	134	134	PR
X-1683	BYL719 + LGH447	"PIK3CA,PIM"	combo	-79.7	35	-68.6	141	141	141	PR
X-1683	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	-91.2	35	-72.5	36	36	36	PR
X-1683	cetuximab	EGFR	single	-38.2	10	-32.1	15	110.4	128	SD-->PD
X-1683	CGM097	MDM2	single	-76.2	23	-53.5	27	134	134	PR-->PD
X-1683	CKX620	MAPK	single	-94.8	27	-79.8	31	34	34	PR
X-1683	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-19.7	12	-18.5	12	53.3	111	SD-->PD
X-1683	HDM201	MDM2	single	-49.3	11	-41.7	11	53	53	SD-->PD
X-1683	erlotinib	EGFR	single	-69.6	24	-56.2	25	25	25	PR
X-1683	HSP990	HSP90	single	-52.3	15	-35.8	15	28	28	PR
X-1683	INC280	MET	single	-51.3	12	-43.5	15	63.3	111	PR-->PD
X-1683	LCL161 + paclitaxel	"BIRC2,TUBB,Tubulin"	combo	-100	15	-88.2	48	48	48	CR
X-1683	LEE011	"CDK4,CDK6,CDK4/6"	single	-57.2	13	-41.4	13	44.2	81	PR-->PD
X-1683	LGH447	PIM	single	-61.5	11	-51.1	11	38	38	PR-->PD
X-1683	LLM871	FGFR2/4	single	-61.1	10	-41.3	21	45.9	50	PR-->PD
X-1683	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	-59.8	15	-45.8	26	77	97	PR-->PD
X-1683	paclitaxel	Tubulin	single	-55	23	-41.7	26	100	119	PR-->PD
X-1683	untreated	"UNKNOWN,Untreated"	single	122.9	20	-13.2	11	17.5	39	PD
X-169	BYL719	PIK3CA	single	17.9	12	16	12	12	12	SD
X-169	BYL719 + HSP990	"PIK3CA,HSP90"	combo	-7.7	10	-3.3	20	34	34	SD
X-169	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	-76.1	25	-54.2	28	28	28	PR
X-169	HSP990	HSP90	single	-3.1	13	2.8	13	27	27	SD
X-169	LEE011 + everolimus	"CDK4,CDK6,MTOR,CDK4/6"	combo	-73.9	14	-44.4	14	14	14	PR
X-169	LJM716	ERBB3	single	-100	38	-35.9	38	38	38	PR
X-169	everolimus	MTOR	single	-58.5	13	-35.6	27	27	27	PR
X-169	untreated	"UNKNOWN,Untreated"	single	25.2	49	14.1	12	74	74	SD-->PD
X-171	BGJ398	FGFR	single	409.3	15	93	11	6.3	15	PD
X-171	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	370	19	68.5	13	9.2	19	PD
X-171	BYL719	PIK3CA	single	120.5	15	40.1	13	13.6	15	PD
X-171	BYL719 + HSP990	"PIK3CA,HSP90"	combo	167.5	13	77.3	13	6.9	13	PD
X-171	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	446.8	17	88.6	14	8.7	17	PD
X-171	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	315.1	13	126.8	13	5.8	13	PD
X-171	HDM201	MDM2	single	269.7	22	26.3	13	14.6	26	PD
X-171	figitumumab	IGF1R	single	439.4	13	169.7	13	5	13	PD
X-171	HSP990	HSP90	single	208.6	13	127.1	13	4	13	PD
X-171	INC280	MET	single	-100	37	-75	126	126	126	CR
X-171	LEE011	"CDK4,CDK6,CDK4/6"	single	310.8	22	70.4	11	8.4	36	PD
X-171	LEE011 + everolimus	"CDK4,CDK6,MTOR,CDK4/6"	combo	96.1	20	81.3	13	7	52	PD
X-171	LJM716	ERBB3	single	228.1	16	66.4	13	9.6	16	PD
X-171	LJM716 + trastuzumab	"ERBB3,ERBB2"	combo	311.7	21	44.8	14	12.9	24	PD
X-171	LLM871	FGFR2/4	single	498.8	13	178.2	13	5.2	13	PD
X-171	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	512	13	209.6	13	3.9	13	PD
X-171	everolimus	MTOR	single	264.5	22	29.1	11	13.2	22	PD
X-171	trastuzumab	ERBB2	single	513.4	19	121.6	13	5.7	19	PD
X-171	untreated	"UNKNOWN,Untreated"	single	821.7	20	183.9	13	4.3	20	PD
X-1725	BGJ398	FGFR	single	56	22	-12.9	12	30.9	34	PD
X-1725	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-81.5	133	10.8	14	134	134	SD-->PD
X-1725	BKM120 + binimetinib	"panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD"	combo	-28	10	-21.2	13	69.2	116	SD-->PD
X-1725	BYL719	PIK3CA	single	10	119	33.7	14	37	127	PD
X-1725	BYL719 + LGH447	"PIK3CA,PIM"	combo	127.2	21	45.1	14	18	29	PD
X-1725	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	-26.3	28	-7.3	14	41.9	57	SD-->PD
X-1725	cetuximab	EGFR	single	111.3	21	20.9	14	20.1	36	PD
X-1725	CGM097	MDM2	single	11.4	26	21.9	12	28.5	63	SD-->PD
X-1725	CKX620	MAPK	single	-25.4	33	-16.8	15	85.1	113	SD-->PD
X-1725	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	108.2	21	28.6	14	20	43	PD
X-1725	HDM201	MDM2	single	-80.6	66	-43.4	66	66	66	PR
X-1725	erlotinib	EGFR	single	-33.1	14	-16.2	17	17	17	SD
X-1725	HSP990	HSP90	single	-56.2	50	-29.7	12	50	50	PR
X-1725	INC280	MET	single	95.8	21	44.1	14	21.4	36	PD
X-1725	LCL161 + paclitaxel	"BIRC2,TUBB,Tubulin"	combo	3.4	25	3.8	11	47.5	74	SD-->PD
X-1725	LEE011	"CDK4,CDK6,CDK4/6"	single	-12.8	18	-0.2	18	34.4	48	SD-->PD
X-1725	LGH447	PIM	single	-6.7	11	-2.3	11	22.9	40	SD-->PD
X-1725	LLM871	FGFR2/4	single	-20.5	21	-23.8	11	47.8	54	SD-->PD
X-1725	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	-37.9	42	-12.2	21	72.7	98	SD-->PD
X-1725	paclitaxel	Tubulin	single	-3.1	21	0	11	47.9	74	SD-->PD
X-1725	untreated	"UNKNOWN,Untreated"	single	292.6	21	105.8	14	7.6	29	PD
X-1725	LFW527 + binimetinib	"IGF1R,MAP2K1,MAP2K2"	combo	-14.2	32	12.48571429	32	7.896226415	184	SD-->PD
X-177	BYL719 + HSP990	"PIK3CA,HSP90"	combo	37.1	26	16.4	12	43.8	77	PD
X-177	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	159.9	20	67.9	13	9.7	30	PD
X-177	HSP990	HSP90	single	235.2	29	58.4	12	10.2	57	PD
X-177	LEE011	"CDK4,CDK6,CDK4/6"	single	221.3	22	55.5	12	12.7	40	PD
X-177	LEE011 + everolimus	"CDK4,CDK6,MTOR,CDK4/6"	combo	138.6	27	71.5	13	7	55	PD
X-177	LJM716	ERBB3	single	478.3	20	125.9	13	4.8	20	PD
X-177	everolimus	MTOR	single	129.6	25	50.7	11	9.9	53	PD
X-177	untreated	"UNKNOWN,Untreated"	single	324.2	20	95.6	13	6.2	23	PD
X-1787	BGJ398	FGFR	single	91.4	21	59.7	14	11.4	31	PD
X-1787	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-27.2	24	1.3	14	44.8	58	SD-->PD
X-1787	BKM120 + binimetinib	"panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD"	combo	12.7	19	19.3	19	49	90	SD-->PD
X-1787	BYL719	PIK3CA	single	173.6	21	61.1	17	8.3	23	PD
X-1787	BYL719 + LGH447	"PIK3CA,PIM"	combo	52	22	59.2	12	10.3	47	PD
X-1787	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	13.9	22	-0.8	12	25.2	41	SD-->PD
X-1787	cetuximab	EGFR	single	529	12	200.3	12	5.2	12	PD
X-1787	CGM097	MDM2	single	471.9	17	128.3	14	6.3	17	PD
X-1787	CKX620	MAPK	single	22.2	17	28.3	20	38.1	53	SD
X-1787	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	323.5	20	107.5	13	6.1	20	PD
X-1787	HDM201	MDM2	single	234.3	21	148.8	14	3	21	PD
X-1787	erlotinib	EGFR	single	225.3	24	95	14	4.2	30	PD
X-1787	HSP990	HSP90	single	212.2	21	88	14	5.5	23	PD
X-1787	INC280	MET	single	14.8	20	-15.9	13	26.1	39	SD-->PD
X-1787	LCL161 + paclitaxel	"BIRC2,TUBB,Tubulin"	combo	570.7	20	95.4	13	8	22	PD
X-1787	LEE011	"CDK4,CDK6,CDK4/6"	single	135.5	21	11.4	14	15.7	23	PD
X-1787	LGH447	PIM	single	391.3	21	82.5	14	8.3	23	PD
X-1787	LLM871	FGFR2/4	single	-9.8	12	-6.3	12	33.4	48	SD-->PD
X-1787	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	5.3	24	-4.6	13	26.4	52	SD-->PD
X-1787	paclitaxel	Tubulin	single	34.1	31	51.2	14	6.8	92	PD
X-1787	untreated	"UNKNOWN,Untreated"	single	622.4	20	127.6	13	6.5	20	PD
X-1787	LFW527 + binimetinib	"IGF1R,MAP2K1,MAP2K2"	combo	26.6	20	34.1	13	34.95642202	39	PD
X-1795	LFW527 + binimetinib	"IGF1R,MAP2K1,MAP2K2"	combo	137.3	21	32.7	11	13.14893617	26	PD
X-1823	BGJ398	FGFR	single	216.4	21	56.8	12	8.2	26	PD
X-1823	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	386.2	12	120.2	12	5.7	12	PD
X-1823	BKM120 + binimetinib	"panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD"	combo	104.3	26	21.6	12	18.9	53	PD
X-1823	BYL719	PIK3CA	single	-70.1	40	51.2	40	6.6	40	PD
X-1823	BYL719 + LGH447	"PIK3CA,PIM"	combo	76.6	12	31.7	12	12	12	PD
X-1823	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	226	21	31.3	12	13.9	40	PD
